1.99772;1.67292;1.96296;181;181;181
1.99788;1.66454;1.96587;185;185;185
1.99709;1.6561;1.96842;186;186;186
1.9981;1.64765;1.97169;188;188;188
1.99725;1.63911;1.97425;189;189;189
1.99819;1.63057;1.97753;191;191;191
1.99729;1.62194;1.9801;193;193;193
1.99816;1.61329;1.98339;195;195;195
1.9972;1.60458;1.98596;193;193;193
1.99801;1.59583;1.98926;194;194;194
1.99788;1.58702;1.9922;199;199;199
1.99772;1.57817;1.99514;200;200;200
1.99753;1.56926;1.99808;204;204;204
1.9973;1.56031;2.00103;204;204;204
1.99794;1.5513;2.00435;206;206;206
1.99764;1.54225;2.00731;208;208;208
1.99731;1.53315;2.01026;211;211;211
1.99784;1.52398;2.01359;207;207;207
1.99789;1.51477;2.01674;210;210;210
1.9979;1.5055;2.01989;213;213;213
1.99742;1.4962;2.02285;213;213;213
1.9978;1.48682;2.02619;216;216;216
1.99814;1.47738;2.02954;217;217;217
1.998;1.46791;2.0327;220;220;220
1.99781;1.45838;2.03586;219;219;219
1.99804;1.44878;2.03921;221;221;221
1.99777;1.43915;2.04237;222;222;222
1.99791;1.42943;2.04573;224;224;224
1.99801;1.41967;2.04909;222;222;222
1.99762;1.40988;2.05225;225;225;225
1.99763;1.4;2.05561;225;225;225
1.99805;1.39004;2.05916;226;226;226
1.99797;1.38005;2.06253;226;226;226
1.99785;1.37001;2.06589;224;224;224
1.99813;1.35987;2.06944;229;229;229
1.99792;1.34971;2.07281;229;229;229
1.99767;1.3395;2.07617;227;227;227
1.99781;1.32919;2.07973;228;228;228
1.9979;1.31882;2.08329;230;230;230
1.99794;1.3084;2.08685;230;230;230
1.99794;1.29791;2.09041;230;230;230
1.99788;1.28737;2.09397;231;231;231
1.99822;1.27672;2.09772;232;232;232
1.99807;1.26605;2.10128;231;231;231
1.99785;1.25533;2.10483;233;233;233
1.99848;1.24444;2.10878;232;232;232
1.99816;1.2336;2.11234;232;232;232
1.99824;1.22265;2.11609;232;232;232
1.99781;1.21169;2.11964;234;234;234
1.99822;1.20055;2.12359;233;233;233
1.99813;1.1894;2.12733;232;232;232
1.99842;1.17814;2.13128;235;235;235
1.99821;1.16687;2.13502;235;235;235
1.99794;1.15555;2.13876;234;234;234
1.9985;1.14401;2.1429;233;233;233
1.99811;1.13257;2.14663;233;233;233
1.99811;1.12098;2.15056;231;231;231
1.99804;1.10933;2.15449;233;233;233
1.99835;1.09754;2.15862;233;233;233
1.99859;1.08568;2.16275;232;232;232
1.99877;1.07375;2.16687;232;232;232
1.99889;1.06176;2.17099;230;230;230
1.99894;1.0497;2.17511;228;228;228
1.99892;1.03758;2.17921;226;226;226
1.99884;1.02539;2.18332;226;226;226
1.99868;1.01314;2.18742;222;222;222
1.99847;1.00082;2.19152;220;220;220
1.99818;0.988436;2.19561;215;215;215
1.99868;0.975791;2.2001;214;214;214
1.99868;0.963175;2.20439;210;210;210
1.99861;0.950491;2.20867;206;206;206
1.99846;0.937742;2.21294;201;201;201
1.99868;0.924818;2.21741;200;200;200
1.99882;0.911823;2.22188;200;200;200
1.99887;0.89876;2.22634;199;199;199
1.99886;0.885627;2.2308;200;200;200
1.99877;0.872424;2.23524;200;200;200
1.99859;0.859155;2.23968;199;199;199
1.99876;0.845698;2.24432;198;198;198
1.99885;0.83217;2.24895;198;198;198
1.99887;0.818571;2.25357;197;197;197
1.9988;0.8049;2.25819;195;195;195
1.99906;0.791035;2.263;195;195;195
1.99924;0.777096;2.26781;195;195;195
1.99934;0.763084;2.27261;195;195;195
1.99935;0.748999;2.2774;195;195;195
1.99927;0.734841;2.28217;195;195;195
1.99911;0.720612;2.28694;195;195;195
1.99885;0.706313;2.29169;195;195;195
1.99934;0.691664;2.29686;195;195;195
1.99932;0.677079;2.30181;194;194;194
1.99921;0.662421;2.30674;194;194;194
1.99942;0.647544;2.31188;195;195;195
1.99912;0.632741;2.31679;194;194;194
1.99955;0.617566;2.32211;194;194;194
1.99906;0.602616;2.32699;194;194;194
1.9997;0.587137;2.33251;194;194;194
1.99943;0.571887;2.33758;195;195;195
1.99905;0.556564;2.34263;197;197;197
1.99939;0.540851;2.3481;197;197;197
1.99963;0.525059;2.35356;197;197;197
1.99976;0.50919;2.359;199;199;199
1.99979;0.493242;2.36443;200;200;200
1.99971;0.477218;2.36984;202;202;202
1.99952;0.461118;2.37524;204;204;204
1.99963;0.444773;2.38083;204;204;204
2.00003;0.428175;2.38663;205;205;205
1.99992;0.411671;2.39219;205;205;205
1.99969;0.395092;2.39773;206;206;206
2.00015;0.378079;2.40369;207;207;207
1.9997;0.361345;2.40919;208;208;208
1.99993;0.344171;2.41512;209;209;209
2.00044;0.326731;2.42124;209;209;209
2.00003;0.309582;2.42691;210;210;210
2.0003;0.291978;2.43299;211;211;211
2.00044;0.274294;2.43906;212;212;212
2.00046;0.256529;2.4451;213;213;213
2.00036;0.238684;2.45112;213;213;213
2.00013;0.22076;2.45711;213;213;213
2.00056;0.20236;2.46353;214;214;214
2.00085;0.183875;2.46993;214;214;214
2.00025;0.165715;2.47585;214;214;214
2.00105;0.146657;2.48265;213;213;213
2.00019;0.128341;2.48852;213;213;213
2.00072;0.109114;2.49526;213;213;213
2.00111;0.0898023;2.50198;213;213;213
2.00137;0.0704031;2.50867;210;210;210
2.00149;0.0509196;2.51534;206;206;206
2.00147;0.0313531;2.52198;202;202;202
2.00132;0.0117048;2.52859;200;200;200
2.00102;-0.00802173;2.53517;199;199;199
2.00058;-0.0278296;2.54172;197;197;197
2.00149;-0.0486172;2.54914;195;195;195
2.00076;-0.0685862;2.55563;193;193;193
2.00137;-0.0895504;2.563;191;191;191
2.00109;-0.110138;2.56988;187;187;187
2.0014;-0.131275;2.57718;185;185;185
2.00155;-0.152498;2.58445;192;192;192
2.00154;-0.173807;2.59168;190;190;190
2.00139;-0.195199;2.59888;186;186;186
2.0018;-0.217157;2.60651;182;182;182
2.00204;-0.239203;2.61409;178;178;178
2.00142;-0.260844;2.62119;175;175;175
2.00206;-0.283555;2.62916;174;174;174
2.00182;-0.305855;2.63664;173;173;173
2.00143;-0.328242;2.64409;172;172;172
2.00158;-0.351213;2.65194;172;172;172
2.00155;-0.374273;2.65977;172;172;172
2.0024;-0.398186;2.66823;171;171;171
2.00239;-0.421679;2.6762;172;172;172
2.00186;-0.444994;2.68391;172;172;172
2.00253;-0.469443;2.69248;172;172;172
2.00234;-0.493454;2.70056;173;173;173
2.00265;-0.518085;2.70905;175;175;175
2.00279;-0.542804;2.7175;175;175;175
2.00274;-0.567611;2.72591;177;177;177
2.00251;-0.592506;2.73427;178;178;178
2.00277;-0.618032;2.74304;179;179;179
2.00284;-0.64365;2.75177;179;179;179
2.00305;-0.669631;2.76068;179;179;179
2.00275;-0.695425;2.76932;178;178;178
2.00193;-0.721021;2.77768;175;175;175
2.00256;-0.748113;2.78713;171;171;171
2.00298;-0.775301;2.79654;167;167;167
2.00256;-0.802006;2.80544;162;162;162
2.00259;-0.829375;2.81475;158;158;158
2.00306;-0.857415;2.82446;156;156;156
2.00269;-0.884961;2.83366;156;156;156
2.00338;-0.913772;2.84373;155;155;155
2.0026;-0.941495;2.85283;154;154;154
2.0035;-0.971088;2.86324;153;153;153
2.00418;-1.00078;2.8736;152;152;152
2.00279;-1.02876;2.88254;151;151;151
2.00243;-1.05803;2.89233;149;149;149
2.00246;-1.08799;2.90253;148;148;148
2.0035;-1.11927;2.91357;148;148;148
2.00431;-1.15066;2.92455;147;147;147
2.00369;-1.1809;2.93457;145;145;145
2.00344;-1.21186;2.94499;143;143;143
2.00417;-1.24415;2.95625;142;142;142
2.00406;-1.27592;2.96699;140;140;140
2.00373;-1.30777;2.97768;138;138;138
2.00433;-1.341;2.9892;135;135;135
2.00412;-1.37367;3.00021;124;124;124
1.99731;-1.39935;3.00619;123;123;123
1.98459;-1.41857;3.0076;132;132;132
1.97065;-1.43644;3.00805;133;133;133
1.9555;-1.45293;3.00754;136;136;136
1.94142;-1.47065;3.00789;138;138;138
1.92727;-1.4883;3.00819;139;139;139
1.9125;-1.50523;3.00799;142;142;142
1.89767;-1.52208;3.00773;142;142;142
1.88333;-1.53951;3.00788;144;144;144
1.86892;-1.55688;3.00797;145;145;145
1.85446;-1.57417;3.00802;146;146;146
